시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원)
201904중순,양파,양파(햇),20키로,특,0.0,0.0
201904하순,양파,양파(햇),20키로,특,0.0,0.0
201905상순,양파,양파(햇),20키로,특,0.0,0.0
201905중순,양파,양파(햇),20키로,특,0.0,0.0
201905하순,양파,양파(햇),20키로,특,0.0,0.0
201906상순,양파,양파(햇),20키로,특,0.0,0.0
201906중순,양파,양파(햇),20키로,특,0.0,0.0
201906하순,양파,양파(햇),20키로,특,0.0,0.0
201907상순,양파,양파(햇),20키로,특,0.0,0.0
201907중순,양파,양파(햇),20키로,특,0.0,0.0
201907하순,양파,양파(햇),20키로,특,0.0,0.0
201908상순,양파,양파(햇),20키로,특,0.0,0.0
201908중순,양파,양파(햇),20키로,특,0.0,0.0
201908하순,양파,양파(햇),20키로,특,0.0,0.0
201909상순,양파,양파(햇),20키로,특,0.0,0.0
201909중순,양파,양파(햇),20키로,특,0.0,0.0
201909하순,양파,양파(햇),20키로,특,0.0,0.0
201910상순,양파,양파(햇),20키로,특,0.0,0.0
201910중순,양파,양파(햇),20키로,특,0.0,0.0
201910하순,양파,양파(햇),20키로,특,0.0,0.0
201911상순,양파,양파(햇),20키로,특,0.0,0.0
201911중순,양파,양파(햇),20키로,특,0.0,0.0
201911하순,양파,양파(햇),20키로,특,0.0,0.0
201912상순,양파,양파(햇),20키로,특,0.0,0.0
201912중순,양파,양파(햇),20키로,특,0.0,0.0
201912하순,양파,양파(햇),20키로,특,0.0,0.0
202001상순,양파,양파(햇),20키로,특,0.0,0.0
202001중순,양파,양파(햇),20키로,특,0.0,0.0
202001하순,양파,양파(햇),20키로,특,0.0,0.0
202002상순,양파,양파(햇),20키로,특,0.0,0.0
202002중순,양파,양파(햇),20키로,특,0.0,0.0
202002하순,양파,양파(햇),20키로,특,0.0,0.0
202003상순,양파,양파(햇),20키로,특,0.0,0.0
202003중순,양파,양파(햇),20키로,특,0.0,0.0
202003하순,양파,양파(햇),20키로,특,0.0,0.0
202004상순,양파,양파(햇),20키로,특,0.0,0.0
202004중순,양파,양파(햇),20키로,특,0.0,0.0
202004하순,양파,양파(햇),20키로,특,0.0,0.0
202005상순,양파,양파(햇),20키로,특,0.0,0.0
202005중순,양파,양파(햇),20키로,특,0.0,0.0
202005하순,양파,양파(햇),20키로,특,0.0,0.0
202006상순,양파,양파(햇),20키로,특,0.0,0.0
202006중순,양파,양파(햇),20키로,특,0.0,0.0
202006하순,양파,양파(햇),20키로,특,0.0,13616.25
202007상순,양파,양파(햇),20키로,특,0.0,13134.0
202007중순,양파,양파(햇),20키로,특,0.0,15690.375
202007하순,양파,양파(햇),20키로,특,0.0,16451.6
202008상순,양파,양파(햇),20키로,특,0.0,16800.0
202008중순,양파,양파(햇),20키로,특,0.0,18951.3333333333
202008하순,양파,양파(햇),20키로,특,0.0,19380.0
202009상순,양파,양파(햇),20키로,특,0.0,23304.3333333333
202009중순,양파,양파(햇),20키로,특,0.0,23233.375
202009하순,양파,양파(햇),20키로,특,0.0,21778.5555555555
202010상순,양파,양파(햇),20키로,특,0.0,23062.6666666666
202010중순,양파,양파(햇),20키로,특,0.0,25988.0
202010하순,양파,양파(햇),20키로,특,0.0,0.0
202011상순,양파,양파(햇),20키로,특,0.0,0.0
202011중순,양파,양파(햇),20키로,특,0.0,0.0
202011하순,양파,양파(햇),20키로,특,0.0,28600.0
202012상순,양파,양파(햇),20키로,특,0.0,28600.0
202012중순,양파,양파(햇),20키로,특,0.0,28600.0
202012하순,양파,양파(햇),20키로,특,0.0,0.0
202101상순,양파,양파(햇),20키로,특,0.0,0.0
202101중순,양파,양파(햇),20키로,특,0.0,0.0
202101하순,양파,양파(햇),20키로,특,0.0,0.0
202102상순,양파,양파(햇),20키로,특,0.0,32862.2857142857
202102중순,양파,양파(햇),20키로,특,0.0,33300.0
202102하순,양파,양파(햇),20키로,특,0.0,34550.0
202103상순,양파,양파(햇),20키로,특,0.0,36376.8888888888
202103중순,양파,양파(햇),20키로,특,0.0,33552.0
202103하순,양파,양파(햇),20키로,특,0.0,32041.0
202104상순,양파,양파(햇),20키로,특,0.0,0.0
202104중순,양파,양파(햇),20키로,특,0.0,0.0
202104하순,양파,양파(햇),20키로,특,0.0,0.0
202105상순,양파,양파(햇),20키로,특,0.0,0.0
202105중순,양파,양파(햇),20키로,특,0.0,0.0
202105하순,양파,양파(햇),20키로,특,0.0,11218.3333333333
202106상순,양파,양파(햇),20키로,특,0.0,12632.2222222222
202106중순,양파,양파(햇),20키로,특,0.0,13165.125
202106하순,양파,양파(햇),20키로,특,0.0,12036.5555555555
202107상순,양파,양파(햇),20키로,특,0.0,11303.1111111111
202107중순,양파,양파(햇),20키로,특,0.0,10600.0
202107하순,양파,양파(햇),20키로,특,0.0,10908.8333333333
202108상순,양파,양파(햇),20키로,특,0.0,12759.7142857142
202108중순,양파,양파(햇),20키로,특,0.0,16830.7777777777
202108하순,양파,양파(햇),20키로,특,0.0,17760.5555555555
202109상순,양파,양파(햇),20키로,특,0.0,20661.1111111111
202109중순,양파,양파(햇),20키로,특,0.0,18328.5714285714
202109하순,양파,양파(햇),20키로,특,0.0,18500.0
202110상순,양파,양파(햇),20키로,특,0.0,14000.0
202110중순,양파,양파(햇),20키로,특,0.0,14000.0
202110하순,양파,양파(햇),20키로,특,0.0,0.0
202111상순,양파,양파(햇),20키로,특,0.0,0.0
202111중순,양파,양파(햇),20키로,특,0.0,19500.0
202111하순,양파,양파(햇),20키로,특,0.0,18675.0
202112상순,양파,양파(햇),20키로,특,0.0,18800.0
202112중순,양파,양파(햇),20키로,특,0.0,15580.0
202112하순,양파,양파(햇),20키로,특,0.0,14000.0
201801상순,양파,양파 수입,1키로,특,0.0,1054.42857142857
201801중순,양파,양파 수입,1키로,특,0.0,1119.44444444444
201801하순,양파,양파 수입,1키로,특,0.0,1095.11111111111
201802상순,양파,양파 수입,1키로,특,0.0,1066.66666666666
201802중순,양파,양파 수입,1키로,특,0.0,1105.5
201802하순,양파,양파 수입,1키로,특,0.0,1110.71428571428
201803상순,양파,양파 수입,1키로,특,0.0,1104.66666666666
201803중순,양파,양파 수입,1키로,특,0.0,1098.0
201803하순,양파,양파 수입,1키로,특,0.0,1019.2
201804상순,양파,양파 수입,1키로,특,0.0,1073.875
201804중순,양파,양파 수입,1키로,특,0.0,1129.0
201804하순,양파,양파 수입,1키로,특,0.0,1101.875
201805상순,양파,양파 수입,1키로,특,0.0,1053.55555555555
201805중순,양파,양파 수입,1키로,특,0.0,1107.0
201805하순,양파,양파 수입,1키로,특,0.0,1100.0
201806상순,양파,양파 수입,1키로,특,0.0,1100.0
201806중순,양파,양파 수입,1키로,특,0.0,983.666666666666
201806하순,양파,양파 수입,1키로,특,0.0,673.111111111111
201807상순,양파,양파 수입,1키로,특,0.0,652.375
201807중순,양파,양파 수입,1키로,특,0.0,700.0
201807하순,양파,양파 수입,1키로,특,0.0,797.444444444444
201808상순,양파,양파 수입,1키로,특,0.0,942.125
201808중순,양파,양파 수입,1키로,특,0.0,911.75
201808하순,양파,양파 수입,1키로,특,0.0,978.2
201809상순,양파,양파 수입,1키로,특,0.0,951.5
201809중순,양파,양파 수입,1키로,특,0.0,951.333333333333
201809하순,양파,양파 수입,1키로,특,0.0,917.2
201810상순,양파,양파 수입,1키로,특,0.0,1000.66666666666
201810중순,양파,양파 수입,1키로,특,0.0,1057.55555555555
201810하순,양파,양파 수입,1키로,특,0.0,1001.77777777777
201811상순,양파,양파 수입,1키로,특,0.0,994.222222222222
201811중순,양파,양파 수입,1키로,특,0.0,1015.375
201811하순,양파,양파 수입,1키로,특,0.0,1037.22222222222
201812상순,양파,양파 수입,1키로,특,0.0,888.75
201812중순,양파,양파 수입,1키로,특,0.0,908.222222222222
201812하순,양파,양파 수입,1키로,특,0.0,1008.77777777777
201901상순,양파,양파 수입,1키로,특,0.0,949.571428571428
201901중순,양파,양파 수입,1키로,특,0.0,1057.625
201901하순,양파,양파 수입,1키로,특,0.0,981.4
201902상순,양파,양파 수입,1키로,특,0.0,1045.0
201902중순,양파,양파 수입,1키로,특,0.0,873.333333333333
201902하순,양파,양파 수입,1키로,특,0.0,1026.14285714285
201903상순,양파,양파 수입,1키로,특,0.0,1000.75
201903중순,양파,양파 수입,1키로,특,0.0,861.444444444444
201903하순,양파,양파 수입,1키로,특,0.0,931.555555555555
201904상순,양파,양파 수입,1키로,특,0.0,1137.22222222222
201904중순,양파,양파 수입,1키로,특,0.0,1163.88888888888
201904하순,양파,양파 수입,1키로,특,0.0,853.125
201905상순,양파,양파 수입,1키로,특,0.0,875.888888888888
201905중순,양파,양파 수입,1키로,특,0.0,860.0
201905하순,양파,양파 수입,1키로,특,0.0,860.0
201906상순,양파,양파 수입,1키로,특,0.0,860.0
201906중순,양파,양파 수입,1키로,특,0.0,860.0
201906하순,양파,양파 수입,1키로,특,0.0,860.0
201907상순,양파,양파 수입,1키로,특,0.0,860.0
201907중순,양파,양파 수입,1키로,특,0.0,860.0
201907하순,양파,양파 수입,1키로,특,0.0,860.0
201908상순,양파,양파 수입,1키로,특,0.0,0.0
201908중순,양파,양파 수입,1키로,특,0.0,0.0
201908하순,양파,양파 수입,1키로,특,0.0,0.0
201909상순,양파,양파 수입,1키로,특,0.0,0.0
201909중순,양파,양파 수입,1키로,특,0.0,0.0
201909하순,양파,양파 수입,1키로,특,0.0,0.0
201910상순,양파,양파 수입,1키로,특,0.0,0.0
201910중순,양파,양파 수입,1키로,특,0.0,0.0
201910하순,양파,양파 수입,1키로,특,0.0,0.0
201911상순,양파,양파 수입,1키로,특,0.0,0.0
201911중순,양파,양파 수입,1키로,특,0.0,0.0
201911하순,양파,양파 수입,1키로,특,0.0,0.0
201912상순,양파,양파 수입,1키로,특,0.0,0.0
201912중순,양파,양파 수입,1키로,특,0.0,0.0
201912하순,양파,양파 수입,1키로,특,0.0,0.0
202001상순,양파,양파 수입,1키로,특,0.0,0.0
202001중순,양파,양파 수입,1키로,특,0.0,0.0
202001하순,양파,양파 수입,1키로,특,0.0,0.0
202002상순,양파,양파 수입,1키로,특,0.0,0.0
202002중순,양파,양파 수입,1키로,특,0.0,0.0
202002하순,양파,양파 수입,1키로,특,0.0,1227.0
202003상순,양파,양파 수입,1키로,특,0.0,1005.25
202003중순,양파,양파 수입,1키로,특,0.0,810.0
202003하순,양파,양파 수입,1키로,특,0.0,835.333333333333
202004상순,양파,양파 수입,1키로,특,0.0,878.888888888888
202004중순,양파,양파 수입,1키로,특,0.0,914.5
202004하순,양파,양파 수입,1키로,특,0.0,905.777777777777
202005상순,양파,양파 수입,1키로,특,0.0,875.375
202005중순,양파,양파 수입,1키로,특,0.0,620.888888888888
202005하순,양파,양파 수입,1키로,특,0.0,667.0
202006상순,양파,양파 수입,1키로,특,0.0,667.0
202006중순,양파,양파 수입,1키로,특,0.0,592.777777777777
202006하순,양파,양파 수입,1키로,특,0.0,531.625
202007상순,양파,양파 수입,1키로,특,0.0,253.0
202007중순,양파,양파 수입,1키로,특,0.0,253.0
202007하순,양파,양파 수입,1키로,특,0.0,317.7
202008상순,양파,양파 수입,1키로,특,0.0,756.571428571428
202008중순,양파,양파 수입,1키로,특,0.0,767.0
202008하순,양파,양파 수입,1키로,특,0.0,0.0
202009상순,양파,양파 수입,1키로,특,0.0,0.0
202009중순,양파,양파 수입,1키로,특,0.0,0.0
202009하순,양파,양파 수입,1키로,특,0.0,0.0
202010상순,양파,양파 수입,1키로,특,0.0,0.0
202010중순,양파,양파 수입,1키로,특,0.0,0.0
202010하순,양파,양파 수입,1키로,특,0.0,0.0
202011상순,양파,양파 수입,1키로,특,0.0,0.0
202011중순,양파,양파 수입,1키로,특,0.0,0.0
202011하순,양파,양파 수입,1키로,특,0.0,988.25
202012상순,양파,양파 수입,1키로,특,0.0,978.555555555555
202012중순,양파,양파 수입,1키로,특,0.0,1000.0
202012하순,양파,양파 수입,1키로,특,0.0,1000.0
202101상순,양파,양파 수입,1키로,특,0.0,1047.0
202101중순,양파,양파 수입,1키로,특,0.0,1149.0
202101하순,양파,양파 수입,1키로,특,0.0,1353.77777777777
202102상순,양파,양파 수입,1키로,특,0.0,1479.11111111111
202102중순,양파,양파 수입,1키로,특,0.0,1580.0
202102하순,양파,양파 수입,1키로,특,0.0,1756.0
202103상순,양파,양파 수입,1키로,특,0.0,1828.33333333333
202103중순,양파,양파 수입,1키로,특,0.0,1683.33333333333
202103하순,양파,양파 수입,1키로,특,0.0,1581.11111111111
202104상순,양파,양파 수입,1키로,특,0.0,1530.77777777777
202104중순,양파,양파 수입,1키로,특,0.0,1308.875
202104하순,양파,양파 수입,1키로,특,0.0,1267.0
202105상순,양파,양파 수입,1키로,특,0.0,1267.0
202105중순,양파,양파 수입,1키로,특,0.0,0.0
202105하순,양파,양파 수입,1키로,특,0.0,0.0
202106상순,양파,양파 수입,1키로,특,0.0,0.0
202106중순,양파,양파 수입,1키로,특,0.0,0.0
202106하순,양파,양파 수입,1키로,특,0.0,0.0
202107상순,양파,양파 수입,1키로,특,0.0,0.0
202107중순,양파,양파 수입,1키로,특,0.0,0.0
202107하순,양파,양파 수입,1키로,특,0.0,0.0
202108상순,양파,양파 수입,1키로,특,0.0,0.0
202108중순,양파,양파 수입,1키로,특,0.0,0.0
202108하순,양파,양파 수입,1키로,특,0.0,0.0
202109상순,양파,양파 수입,1키로,특,0.0,0.0
202109중순,양파,양파 수입,1키로,특,0.0,0.0
202109하순,양파,양파 수입,1키로,특,0.0,0.0
202110상순,양파,양파 수입,1키로,특,0.0,0.0
202110중순,양파,양파 수입,1키로,특,0.0,0.0
202110하순,양파,양파 수입,1키로,특,0.0,600.0
202111상순,양파,양파 수입,1키로,특,0.0,600.0
202111중순,양파,양파 수입,1키로,특,0.0,0.0
202111하순,양파,양파 수입,1키로,특,0.0,0.0
202112상순,양파,양파 수입,1키로,특,0.0,0.0
202112중순,양파,양파 수입,1키로,특,0.0,0.0
202112하순,양파,양파 수입,1키로,특,0.0,0.0
201801상순,양파,양파,1키로,특,1255.40476190476,1338.14285714285
201801중순,양파,양파,1키로,특,1304.3287037037,1227.77777777777
201801하순,양파,양파,1키로,특,1374.06666666666,1226.22222222222
201802상순,양파,양파,1키로,특,1379.75396825396,1245.55555555555
201802중순,양파,양파,1키로,특,1306.13425925925,1268.0
201802하순,양파,양파,1키로,특,1431.07936507936,1121.71428571428
201803상순,양파,양파,1키로,특,1463.60648148148,1070.66666666666
201803중순,양파,양파,1키로,특,1385.98148148148,914.0
201803하순,양파,양파,1키로,특,1485.37777777777,930.3
201804상순,양파,양파,1키로,특,1538.5787037037,934.625
201804중순,양파,양파,1키로,특,1311.59722222222,935.777777777777
201804하순,양파,양파,1키로,특,1031.86111111111,1033.0
201805상순,양파,양파,1키로,특,878.064814814814,925.777777777777
201805중순,양파,양파,1키로,특,863.851851851851,681.875
201805하순,양파,양파,1키로,특,826.481481481481,645.1
201806상순,양파,양파,1키로,특,926.416666666666,816.0
201806중순,양파,양파,1키로,특,1005.98611111111,963.222222222222
201806하순,양파,양파,1키로,특,985.902777777777,825.111111111111
201807상순,양파,양파,1키로,특,1014.125,946.625
201807중순,양파,양파,1키로,특,1022.81481481481,928.0
201807하순,양파,양파,1키로,특,1084.29629629629,1099.22222222222
201808상순,양파,양파,1키로,특,1142.92129629629,1104.625
201808중순,양파,양파,1키로,특,1095.97685185185,1057.25
201808하순,양파,양파,1키로,특,1082.95925925925,1049.1
201809상순,양파,양파,1키로,특,1079.10648148148,974.0
201809중순,양파,양파,1키로,특,1114.5164021164,982.888888888888
201809하순,양파,양파,1키로,특,1138.14814814814,987.6
201810상순,양파,양파,1키로,특,1170.93425925925,992.222222222222
201810중순,양파,양파,1키로,특,1117.26851851851,884.444444444444
201810하순,양파,양파,1키로,특,1129.91111111111,909.0
201811상순,양파,양파,1키로,특,1141.84259259259,881.555555555555
201811중순,양파,양파,1키로,특,1155.17129629629,901.625
201811하순,양파,양파,1키로,특,1140.92592592592,918.111111111111
201812상순,양파,양파,1키로,특,1150.91203703703,916.25
201812중순,양파,양파,1키로,특,1155.09722222222,904.222222222222
201812하순,양파,양파,1키로,특,1113.15185185185,873.111111111111
201901상순,양파,양파,1키로,특,1205.45238095238,929.0
201901중순,양파,양파,1키로,특,1181.96296296296,779.5
201901하순,양파,양파,1키로,특,1240.74074074074,889.2
201902상순,양파,양파,1키로,특,1249.66137566137,933.0
201902중순,양파,양파,1키로,특,1209.87499999999,889.111111111111
201902하순,양파,양파,1키로,특,1239.1746031746,917.285714285714
201903상순,양파,양파,1키로,특,1229.23611111111,984.75
201903중순,양파,양파,1키로,특,1120.89814814814,941.0
201903하순,양파,양파,1키로,특,1136.54444444444,988.666666666666
201904상순,양파,양파,1키로,특,1229.91203703703,1167.0
201904중순,양파,양파,1키로,특,1047.56018518518,1111.22222222222
201904하순,양파,양파,1키로,특,1024.08333333333,874.5
201905상순,양파,양파,1키로,특,835.138888888889,910.777777777777
201905중순,양파,양파,1키로,특,733.625,708.5
201905하순,양파,양파,1키로,특,693.699999999999,703.9
201906상순,양파,양파,1키로,특,829.333333333333,539.5
201906중순,양파,양파,1키로,특,949.504629629629,480.888888888888
201906하순,양파,양파,1키로,특,937.814814814814,532.875
201907상순,양파,양파,1키로,특,999.666666666666,488.888888888888
201907중순,양파,양파,1키로,특,1004.03703703703,539.222222222222
201907하순,양파,양파,1키로,특,1110.55555555555,546.333333333333
201908상순,양파,양파,1키로,특,1159.5,643.125
201908중순,양파,양파,1키로,특,1118.85185185185,570.125
201908하순,양파,양파,1키로,특,1108.52592592592,526.5
201909상순,양파,양파,1키로,특,1080.31481481481,553.875
201909중순,양파,양파,1키로,특,1097.62222222222,601.571428571428
201909하순,양파,양파,1키로,특,1108.01481481481,561.75
201910상순,양파,양파,1키로,특,1166.74907407407,514.888888888888
201910중순,양파,양파,1키로,특,1073.66666666666,555.75
201910하순,양파,양파,1키로,특,1081.44444444444,583.8
201911상순,양파,양파,1키로,특,1098.11111111111,611.0
201911중순,양파,양파,1키로,특,1122.08333333333,642.111111111111
201911하순,양파,양파,1키로,특,1110.18518518518,712.444444444444
201912상순,양파,양파,1키로,특,1109.4537037037,866.875
201912중순,양파,양파,1키로,특,1136.94907407407,854.111111111111
201912하순,양파,양파,1키로,특,1099.0037037037,907.333333333333
202001상순,양파,양파,1키로,특,1206.95238095238,1060.42857142857
202001중순,양파,양파,1키로,특,1133.79629629629,1040.125
202001하순,양파,양파,1키로,특,1232.69629629629,1132.0
202002상순,양파,양파,1키로,특,1248.51851851851,1071.375
202002중순,양파,양파,1키로,특,1195.24537037037,1177.77777777777
202002하순,양파,양파,1키로,특,1239.1746031746,1750.75
202003상순,양파,양파,1키로,특,1238.36111111111,1366.25
202003중순,양파,양파,1키로,특,1157.41666666666,1512.0
202003하순,양파,양파,1키로,특,1168.98888888888,1535.88888888888
202004상순,양파,양파,1키로,특,1307.37037037037,1400.33333333333
202004중순,양파,양파,1키로,특,1106.04166666666,1126.0
202004하순,양파,양파,1키로,특,1024.08333333333,1073.0
202005상순,양파,양파,1키로,특,916.101851851851,1073.0
202005중순,양파,양파,1키로,특,755.199074074074,1321.44444444444
202005하순,양파,양파,1키로,특,713.3,1205.11111111111
202006상순,양파,양파,1키로,특,829.333333333333,936.222222222222
202006중순,양파,양파,1키로,특,949.504629629629,994.111111111111
202006하순,양파,양파,1키로,특,937.814814814814,1057.0
202007상순,양파,양파,1키로,특,999.666666666666,880.444444444444
202007중순,양파,양파,1키로,특,1004.03703703703,1035.625
202007하순,양파,양파,1키로,특,1110.55555555555,1082.9
202008상순,양파,양파,1키로,특,1159.5,1161.42857142857
202008중순,양파,양파,1키로,특,1118.85185185185,1233.22222222222
202008하순,양파,양파,1키로,특,1108.52592592592,1303.0
202009상순,양파,양파,1키로,특,1080.31481481481,1450.55555555555
202009중순,양파,양파,1키로,특,1097.62222222222,1347.125
202009하순,양파,양파,1키로,특,1108.01481481481,1357.33333333333
202010상순,양파,양파,1키로,특,1166.74907407407,1411.16666666666
202010중순,양파,양파,1키로,특,1073.66666666666,1343.5
202010하순,양파,양파,1키로,특,1081.44444444444,1470.4
202011상순,양파,양파,1키로,특,1098.11111111111,1465.375
202011중순,양파,양파,1키로,특,1122.08333333333,1455.44444444444
202011하순,양파,양파,1키로,특,1110.18518518518,1596.5
202012상순,양파,양파,1키로,특,1109.4537037037,1596.33333333333
202012중순,양파,양파,1키로,특,1136.94907407407,1586.75
202012하순,양파,양파,1키로,특,1110.41111111111,1774.5
202101상순,양파,양파,1키로,특,1250.7619047619,1964.33333333333
202101중순,양파,양파,1키로,특,1220.67129629629,2055.44444444444
202101하순,양파,양파,1키로,특,1313.62962962962,2009.66666666666
202102상순,양파,양파,1키로,특,1294.64351851851,2124.0
202102중순,양파,양파,1키로,특,1291.46759259259,2351.28571428571
202102하순,양파,양파,1키로,특,1479.42857142857,2386.33333333333
202103상순,양파,양파,1키로,특,1365.52777777777,2095.88888888888
202103중순,양파,양파,1키로,특,1356.75,2408.11111111111
202103하순,양파,양파,1키로,특,1370.85185185185,1902.11111111111
202104상순,양파,양파,1키로,특,1416.11111111111,1516.11111111111
202104중순,양파,양파,1키로,특,1153.0,1169.375
202104하순,양파,양파,1키로,특,1038.19444444444,999.0
202105상순,양파,양파,1키로,특,963.703703703703,779.875
202105중순,양파,양파,1키로,특,820.976851851851,621.222222222222
202105하순,양파,양파,1키로,특,818.892592592592,708.0
202106상순,양파,양파,1키로,특,835.185185185184,673.111111111111
202106중순,양파,양파,1키로,특,906.319444444444,805.75
202106하순,양파,양파,1키로,특,883.037037037037,814.888888888888
202107상순,양파,양파,1키로,특,878.731481481481,758.777777777777
202107중순,양파,양파,1키로,특,912.430555555555,787.625
202107하순,양파,양파,1키로,특,1013.18888888888,861.2
202108상순,양파,양파,1키로,특,1088.51785714285,993.428571428571
202108중순,양파,양파,1키로,특,1071.34259259259,966.333333333333
202108하순,양파,양파,1키로,특,1105.62592592592,978.888888888888
202109상순,양파,양파,1키로,특,1080.31481481481,1075.11111111111
202109중순,양파,양파,1키로,특,1097.62222222222,992.0
202109하순,양파,양파,1키로,특,1108.01481481481,986.833333333333
202110상순,양파,양파,1키로,특,1155.67129629629,967.75
202110중순,양파,양파,1키로,특,1073.66666666666,975.666666666666
202110하순,양파,양파,1키로,특,1081.44444444444,1026.33333333333
202111상순,양파,양파,1키로,특,1098.11111111111,995.888888888888
202111중순,양파,양파,1키로,특,1122.08333333333,1014.11111111111
202111하순,양파,양파,1키로,특,1110.18518518518,985.0
202112상순,양파,양파,1키로,특,1109.4537037037,971.0
202112중순,양파,양파,1키로,특,1136.94907407407,887.75
202112하순,양파,양파,1키로,특,1110.41111111111,857.2
201801상순,대파,대파(일반),1키로단,상,1620.0291005291,1685.28571428571
201801중순,대파,대파(일반),1키로단,상,1422.50925925925,1624.88888888888
201801하순,대파,대파(일반),1키로단,상,1520.26666666666,1834.33333333333
201802상순,대파,대파(일반),1키로단,상,1793.42129629629,2530.11111111111
201802중순,대파,대파(일반),1키로단,상,1977.73214285714,1537.83333333333
201802하순,대파,대파(일반),1키로단,상,1889.74603174603,1444.28571428571
201803상순,대파,대파(일반),1키로단,상,1913.81018518518,1426.0
201803중순,대파,대파(일반),1키로단,상,1816.84722222222,1309.125
201803하순,대파,대파(일반),1키로단,상,1716.19259259259,1121.2
201804상순,대파,대파(일반),1키로단,상,1814.7037037037,914.125
201804중순,대파,대파(일반),1키로단,상,1640.25462962962,787.444444444444
201804하순,대파,대파(일반),1키로단,상,1653.62962962962,1001.75
201805상순,대파,대파(일반),1키로단,상,1710.49537037037,1254.0
201805중순,대파,대파(일반),1키로단,상,1521.39351851851,883.625
201805하순,대파,대파(일반),1키로단,상,1511.76296296296,1385.3
201806상순,대파,대파(일반),1키로단,상,1322.68055555555,1237.0
201806중순,대파,대파(일반),1키로단,상,1218.27314814814,1148.88888888888
201806하순,대파,대파(일반),1키로단,상,1023.70833333333,1288.88888888888
201807상순,대파,대파(일반),1키로단,상,1128.79629629629,1323.625
201807중순,대파,대파(일반),1키로단,상,1176.77777777777,1202.77777777777
201807하순,대파,대파(일반),1키로단,상,1256.81481481481,1399.88888888888
201808상순,대파,대파(일반),1키로단,상,1503.16666666666,1608.75
201808중순,대파,대파(일반),1키로단,상,1538.05555555555,1843.125
201808하순,대파,대파(일반),1키로단,상,1759.92592592592,2981.1
201809상순,대파,대파(일반),1키로단,상,1640.35185185185,2997.375
201809중순,대파,대파(일반),1키로단,상,1738.30621693121,2670.66666666666
201809하순,대파,대파(일반),1키로단,상,1627.32804232804,2904.0
201810상순,대파,대파(일반),1키로단,상,1665.94907407407,2809.44444444444
201810중순,대파,대파(일반),1키로단,상,1301.80555555555,1848.77777777777
201810하순,대파,대파(일반),1키로단,상,1256.75185185185,1907.77777777777
201811상순,대파,대파(일반),1키로단,상,1287.66666666666,1852.44444444444
201811중순,대파,대파(일반),1키로단,상,1532.22685185185,1827.75
201811하순,대파,대파(일반),1키로단,상,1673.9537037037,1606.22222222222
201812상순,대파,대파(일반),1키로단,상,1764.06944444444,1827.375
201812중순,대파,대파(일반),1키로단,상,1535.62037037037,1530.66666666666
201812하순,대파,대파(일반),1키로단,상,1511.73333333333,1412.0
201901상순,대파,대파(일반),1키로단,상,1525.07671957671,1500.85714285714
201901중순,대파,대파(일반),1키로단,상,1410.84722222222,1188.5
201901하순,대파,대파(일반),1키로단,상,1665.97777777777,1170.7
201902상순,대파,대파(일반),1키로단,상,2000.625,1156.4
201902중순,대파,대파(일반),1키로단,상,1746.77182539682,1170.33333333333
201902하순,대파,대파(일반),1키로단,상,1785.41269841269,953.142857142857
201903상순,대파,대파(일반),1키로단,상,1711.01851851851,914.375
201903중순,대파,대파(일반),1키로단,상,1605.66666666666,851.222222222222
201903하순,대파,대파(일반),1키로단,상,1445.88888888888,698.444444444444
201904상순,대파,대파(일반),1키로단,상,1450.37037037037,842.111111111111
201904중순,대파,대파(일반),1키로단,상,1248.47685185185,829.666666666666
201904하순,대파,대파(일반),1키로단,상,1293.62037037037,894.625
201905상순,대파,대파(일반),1키로단,상,1481.23611111111,1187.22222222222
201905중순,대파,대파(일반),1키로단,상,1308.06018518518,1414.375
201905하순,대파,대파(일반),1키로단,상,1504.39629629629,1718.9
201906상순,대파,대파(일반),1키로단,상,1329.88888888888,1756.125
201906중순,대파,대파(일반),1키로단,상,1219.08796296296,1439.77777777777
201906하순,대파,대파(일반),1키로단,상,1173.29629629629,1370.875
201907상순,대파,대파(일반),1키로단,상,1250.70833333333,1561.66666666666
201907중순,대파,대파(일반),1키로단,상,1229.62962962962,1563.55555555555
201907하순,대파,대파(일반),1키로단,상,1318.44444444444,1582.88888888888
201908상순,대파,대파(일반),1키로단,상,1640.08333333333,1908.625
201908중순,대파,대파(일반),1키로단,상,1699.26388888888,1623.625
201908하순,대파,대파(일반),1키로단,상,1983.42592592592,1334.9
201909상순,대파,대파(일반),1키로단,상,1824.9074074074,1732.0
201909중순,대파,대파(일반),1키로단,상,1928.11574074074,1701.14285714285
201909하순,대파,대파(일반),1키로단,상,1818.67195767195,1683.875
201910상순,대파,대파(일반),1키로단,상,2004.43055555555,1734.11111111111
201910중순,대파,대파(일반),1키로단,상,1542.68981481481,1503.25
201910하순,대파,대파(일반),1키로단,상,1512.51111111111,1576.8
201911상순,대파,대파(일반),1키로단,상,1504.18981481481,1468.0
201911중순,대파,대파(일반),1키로단,상,1637.625,1571.33333333333
201911하순,대파,대파(일반),1키로단,상,1741.73148148148,1425.33333333333
201912상순,대파,대파(일반),1키로단,상,1848.23611111111,1494.25
201912중순,대파,대파(일반),1키로단,상,1631.10185185185,1333.0
